t,x,v
0.0,0.0,0.0
1e-09,0.0,17588.200380926766
2e-09,1.7588200380926768e-05,35176.40076185353
3.0000000000000004e-09,5.27646011427803e-05,52764.6011427803
4e-09,0.0001055292022855606,70352.80152370706
5e-09,0.00017588200380926766,87941.00190463383
6.000000000000001e-09,0.0002638230057139015,105529.20228556059
7.000000000000001e-09,0.00036935220799946215,123117.40266648735
8e-09,0.0004924696106659495,140705.60304741413
9.000000000000001e-09,0.0006331752137133637,158293.8034283409
