ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,PE,total_E
23,2.2999999999999987e-06,143.08826541900635,0,0,0.0,0.0,0.0,0.0,1.1669023620588123e-08,1.1669023620588123e-08
24,2.3999999999999986e-06,143.60332322120667,0,0,0.0,0.0,0.0,0.0,1.1669023621121553e-08,1.1669023621121553e-08
25,2.4999999999999985e-06,144.08547949790955,0,0,0.0,0.0,0.0,0.0,1.1669023621647399e-08,1.1669023621647399e-08
26,2.5999999999999984e-06,144.58747243881226,0,0,0.0,0.0,0.0,0.0,1.1669023622165742e-08,1.1669023622165742e-08
27,2.6999999999999983e-06,145.12494683265686,0,0,0.0,0.0,0.0,0.0,1.1669023622676696e-08,1.1669023622676696e-08
28,2.799999999999998e-06,145.71779990196228,0,0,0.0,0.0,0.0,0.0,1.1669023623180474e-08,1.1669023623180474e-08
29,2.899999999999998e-06,146.39890027046204,0,0,0.0,0.0,0.0,0.0,1.1669023623677207e-08,1.1669023623677207e-08
30,2.999999999999998e-06,146.965026140213,0,0,0.0,0.0,0.0,0.0,1.1669023624166812e-08,1.1669023624166812e-08
31,3.099999999999998e-06,147.4768795967102,0,0,0.0,0.0,0.0,0.0,1.166902362464947e-08,1.166902362464947e-08
32,3.1999999999999977e-06,148.03364658355713,0,0,0.0,0.0,0.0,0.0,1.1669023625125308e-08,1.1669023625125308e-08
33,3.2999999999999976e-06,148.58053421974182,0,0,0.0,0.0,0.0,0.0,1.166902362559441e-08,1.166902362559441e-08
34,3.3999999999999975e-06,149.06947231292725,0,0,0.0,0.0,0.0,0.0,1.1669023626056931e-08,1.1669023626056931e-08
35,3.4999999999999974e-06,149.5860812664032,0,0,0.0,0.0,0.0,0.0,1.1669023626512822e-08,1.1669023626512822e-08
36,3.5999999999999973e-06,150.13308310508728,0,0,0.0,0.0,0.0,0.0,1.1669023626962258e-08,1.1669023626962258e-08
37,3.699999999999997e-06,150.67502665519714,0,0,0.0,0.0,0.0,0.0,1.166902362740528e-08,1.166902362740528e-08
38,3.799999999999997e-06,151.1868085861206,0,0,0.0,0.0,0.0,0.0,1.1669023627842164e-08,1.1669023627842164e-08
39,3.899999999999997e-06,151.80883693695068,0,0,0.0,0.0,0.0,0.0,1.1669023628272742e-08,1.1669023628272742e-08
40,3.999999999999997e-06,152.37262558937073,0,0,0.0,0.0,0.0,0.0,1.1669023628697323e-08,1.1669023628697323e-08
41,4.099999999999997e-06,153.4227933883667,0,0,0.0,0.0,0.0,0.0,1.166902362911578e-08,1.166902362911578e-08
42,4.199999999999997e-06,153.95366287231445,0,0,0.0,0.0,0.0,0.0,1.1669023629528314e-08,1.1669023629528314e-08
43,4.299999999999997e-06,154.46634578704834,0,0,0.0,0.0,0.0,0.0,1.1669023629935105e-08,1.1669023629935105e-08
44,4.399999999999997e-06,154.99864745140076,0,0,0.0,0.0,0.0,0.0,1.1669023630336026e-08,1.1669023630336026e-08
45,4.499999999999997e-06,155.50967264175415,0,0,0.0,0.0,0.0,0.0,1.166902363073134e-08,1.166902363073134e-08
46,4.599999999999997e-06,155.99364566802979,0,0,0.0,0.0,0.0,0.0,1.1669023631121082e-08,1.1669023631121082e-08
47,4.6999999999999965e-06,156.59712052345276,0,0,0.0,0.0,0.0,0.0,1.1669023631505324e-08,1.1669023631505324e-08
48,4.799999999999996e-06,157.14066886901855,0,0,0.0,0.0,0.0,0.0,1.1669023631884e-08,1.1669023631884e-08
49,4.899999999999996e-06,157.6506142616272,0,0,0.0,0.0,0.0,0.0,1.1669023632257328e-08,1.1669023632257328e-08
50,4.999999999999996e-06,158.18438982963562,0,0,0.0,0.0,0.0,0.0,1.1669023632625333e-08,1.1669023632625333e-08
51,5.099999999999996e-06,158.72284746170044,0,0,0.0,0.0,0.0,0.0,1.1669023632988308e-08,1.1669023632988308e-08
52,5.199999999999996e-06,159.24785900115967,0,0,0.0,0.0,0.0,0.0,1.1669023633345896e-08,1.1669023633345896e-08
53,5.299999999999996e-06,159.88920164108276,0,0,0.0,0.0,0.0,0.0,1.1669023633698606e-08,1.1669023633698606e-08
54,5.399999999999996e-06,160.4319293498993,0,0,0.0,0.0,0.0,0.0,1.1669023634046226e-08,1.1669023634046226e-08
55,5.499999999999996e-06,160.9283459186554,0,0,0.0,0.0,0.0,0.0,1.1669023634389032e-08,1.1669023634389032e-08
56,5.5999999999999955e-06,161.3980712890625,0,0,0.0,0.0,0.0,0.0,1.1669023634726903e-08,1.1669023634726903e-08
57,5.699999999999995e-06,161.86636114120483,0,0,0.0,0.0,0.0,0.0,1.1669023635059916e-08,1.1669023635059916e-08
58,5.799999999999995e-06,162.4074673652649,0,0,0.0,0.0,0.0,0.0,1.1669023635388278e-08,1.1669023635388278e-08
59,5.899999999999995e-06,162.88368225097656,0,0,0.0,0.0,0.0,0.0,1.1669023635712014e-08,1.1669023635712014e-08
60,5.999999999999995e-06,163.38889813423157,0,0,0.0,0.0,0.0,0.0,1.1669023636031173e-08,1.1669023636031173e-08
61,6.099999999999995e-06,164.20465660095215,0,0,0.0,0.0,0.0,0.0,1.16690236363458e-08,1.16690236363458e-08
62,6.199999999999995e-06,164.71223640441895,0,0,0.0,0.0,0.0,0.0,1.1669023636655974e-08,1.1669023636655974e-08
63,6.299999999999995e-06,165.2695336341858,0,0,0.0,0.0,0.0,0.0,1.1669023636961649e-08,1.1669023636961649e-08
64,6.399999999999995e-06,165.75384068489075,0,0,0.0,0.0,0.0,0.0,1.1669023637263148e-08,1.1669023637263148e-08
65,6.4999999999999945e-06,166.22878289222717,0,0,0.0,0.0,0.0,0.0,1.1669023637560344e-08,1.1669023637560344e-08
66,6.599999999999994e-06,166.76119208335876,0,0,0.0,0.0,0.0,0.0,1.166902363785327e-08,1.166902363785327e-08
67,6.699999999999994e-06,167.25376057624817,0,0,0.0,0.0,0.0,0.0,1.1669023638142012e-08,1.1669023638142012e-08
68,6.799999999999994e-06,167.79598546028137,0,0,0.0,0.0,0.0,0.0,1.1669023638426752e-08,1.1669023638426752e-08
69,6.899999999999994e-06,168.47660374641418,0,0,0.0,0.0,0.0,0.0,1.1669023638707402e-08,1.1669023638707402e-08
70,6.999999999999994e-06,169.11947464942932,0,0,0.0,0.0,0.0,0.0,1.1669023638984102e-08,1.1669023638984102e-08
71,7.099999999999994e-06,169.6706988811493,0,0,0.0,0.0,0.0,0.0,1.166902363925694e-08,1.166902363925694e-08
72,7.199999999999994e-06,170.19615864753723,0,0,0.0,0.0,0.0,0.0,1.1669023639525804e-08,1.1669023639525804e-08
73,7.299999999999994e-06,170.7483103275299,0,0,0.0,0.0,0.0,0.0,1.1669023639790811e-08,1.1669023639790811e-08
74,7.3999999999999935e-06,171.27588820457458,0,0,0.0,0.0,0.0,0.0,1.1669023640052293e-08,1.1669023640052293e-08
75,7.499999999999993e-06,171.80723810195923,0,0,0.0,0.0,0.0,0.0,1.1669023640309932e-08,1.1669023640309932e-08
76,7.599999999999993e-06,172.3952133655548,0,0,0.0,0.0,0.0,0.0,1.1669023640563914e-08,1.1669023640563914e-08
77,7.699999999999994e-06,172.9354920387268,0,0,0.0,0.0,0.0,0.0,1.1669023640814358e-08,1.1669023640814358e-08
78,7.799999999999995e-06,173.64309573173523,0,0,0.0,0.0,0.0,0.0,1.1669023641061123e-08,1.1669023641061123e-08
79,7.899999999999996e-06,174.43014764785767,0,0,0.0,0.0,0.0,0.0,1.1669023641304517e-08,1.1669023641304517e-08
80,7.999999999999996e-06,175.13643765449524,0,0,0.0,0.0,0.0,0.0,1.1669023641544448e-08,1.1669023641544448e-08
81,8.099999999999997e-06,176.33550381660461,0,0,0.0,0.0,0.0,0.0,1.1669023641780972e-08,1.1669023641780972e-08
82,8.199999999999998e-06,177.16968727111816,0,0,0.0,0.0,0.0,0.0,1.1669023642014099e-08,1.1669023642014099e-08
83,8.299999999999998e-06,177.8430609703064,0,0,0.0,0.0,0.0,0.0,1.1669023642243928e-08,1.1669023642243928e-08
