ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,total_E
119,2.4e-07,5.58162,68921,8e+08,-2.85057e-18,-2.85057e-18,-2.85057e-18,3.34948e-14,9261,1e+08,3.17657e-17,3.17657e-17,3.17657e-17,1.78066e-11,5.92786e-11,7.71188e-11
120,2.42e-07,5.61628,68921,8e+08,-2.78246e-18,-2.78246e-18,-2.78246e-18,3.40185e-14,9261,1e+08,3.16211e-17,3.16211e-17,3.16211e-17,1.76643e-11,5.94196e-11,7.71179e-11
121,2.44e-07,5.74885,68921,8e+08,-2.88857e-18,-2.88857e-18,-2.88857e-18,3.4547e-14,9261,1e+08,3.14698e-17,3.14698e-17,3.14698e-17,1.75186e-11,5.95633e-11,7.71164e-11
122,2.46e-07,5.7817,68921,8e+08,-2.92389e-18,-2.92389e-18,-2.92389e-18,3.50807e-14,9261,1e+08,3.13121e-17,3.13121e-17,3.13121e-17,1.73698e-11,5.97097e-11,7.71146e-11
123,2.48e-07,5.81482,68921,8e+08,-2.79191e-18,-2.79191e-18,-2.79191e-18,3.56197e-14,9261,1e+08,3.11481e-17,3.11481e-17,3.11481e-17,1.7218e-11,5.9858e-11,7.71117e-11
124,2.5e-07,5.84814,68921,8e+08,-2.92151e-18,-2.92151e-18,-2.92151e-18,3.61628e-14,9261,1e+08,3.09779e-17,3.09779e-17,3.09779e-17,1.70636e-11,6.00091e-11,7.71089e-11
125,2.52e-07,5.88451,68921,8e+08,-2.84127e-18,-2.84127e-18,-2.84127e-18,3.67108e-14,9261,1e+08,3.08016e-17,3.08016e-17,3.08016e-17,1.69067e-11,6.01622e-11,7.71056e-11
126,2.54e-07,5.91898,68921,8e+08,-2.90384e-18,-2.90384e-18,-2.90384e-18,3.72637e-14,9261,1e+08,3.06194e-17,3.06194e-17,3.06194e-17,1.67474e-11,6.03171e-11,7.71018e-11
127,2.56e-07,5.95257,68921,8e+08,-2.9702e-18,-2.9702e-18,-2.9702e-18,3.78221e-14,9261,1e+08,3.04315e-17,3.04315e-17,3.04315e-17,1.65861e-11,6.04741e-11,7.7098e-11
128,2.58e-07,5.98607,68921,8e+08,-3.0861e-18,-3.0861e-18,-3.0861e-18,3.83859e-14,9261,1e+08,3.02378e-17,3.02378e-17,3.02378e-17,1.64228e-11,6.06326e-11,7.70938e-11
129,2.6e-07,6.01962,68921,8e+08,-3.01725e-18,-3.01725e-18,-3.01725e-18,3.89548e-14,9261,1e+08,3.00366e-17,3.00366e-17,3.00366e-17,1.62577e-11,6.07923e-11,7.7089e-11
130,2.62e-07,6.05434,68921,8e+08,-3.01414e-18,-3.01414e-18,-3.01414e-18,3.95288e-14,9261,1e+08,2.9832e-17,2.9832e-17,2.9832e-17,1.60912e-11,6.09536e-11,7.70843e-11
131,2.64e-07,6.19004,68921,8e+08,-2.5859e-18,-2.5859e-18,-2.5859e-18,4.01084e-14,9261,1e+08,2.96222e-17,2.96222e-17,2.96222e-17,1.59232e-11,6.11166e-11,7.70798e-11
132,2.66e-07,6.22373,68921,8e+08,-2.48718e-18,-2.48718e-18,-2.48718e-18,4.06926e-14,9261,1e+08,2.94072e-17,2.94072e-17,2.94072e-17,1.57539e-11,6.1281e-11,7.70756e-11
133,2.68e-07,6.25778,68921,8e+08,-2.56883e-18,-2.56883e-18,-2.56883e-18,4.1282e-14,9261,1e+08,2.91872e-17,2.91872e-17,2.91872e-17,1.55834e-11,6.1447e-11,7.70717e-11
134,2.7e-07,6.2916,68921,8e+08,-2.69551e-18,-2.69551e-18,-2.69551e-18,4.1877e-14,9261,1e+08,2.89624e-17,2.89624e-17,2.89624e-17,1.5412e-11,6.16148e-11,7.70687e-11
135,2.72e-07,6.32694,68921,8e+08,-2.59779e-18,-2.59779e-18,-2.59779e-18,4.24776e-14,9261,1e+08,2.87217e-17,2.87217e-17,2.87217e-17,1.52397e-11,6.17836e-11,7.70657e-11
136,2.74e-07,6.36116,68921,8e+08,-2.45014e-18,-2.45014e-18,-2.45014e-18,4.30837e-14,9261,1e+08,2.84874e-17,2.84874e-17,2.84874e-17,1.5067e-11,6.19537e-11,7.70637e-11
137,2.76e-07,6.3964,68921,8e+08,-2.10096e-18,-2.10096e-18,-2.10096e-18,4.36953e-14,9261,1e+08,2.82487e-17,2.82487e-17,2.82487e-17,1.48937e-11,6.21246e-11,7.7062e-11
138,2.78e-07,6.43046,68921,8e+08,-2.13965e-18,-2.13965e-18,-2.13965e-18,4.43116e-14,9261,1e+08,2.80056e-17,2.80056e-17,2.80056e-17,1.47199e-11,6.22961e-11,7.70603e-11
139,2.8e-07,6.4637,68921,8e+08,-1.95095e-18,-1.95095e-18,-1.95095e-18,4.49338e-14,9261,1e+08,2.77582e-17,2.77582e-17,2.77582e-17,1.45456e-11,6.24683e-11,7.70588e-11
140,2.82e-07,6.49854,68921,8e+08,-1.93833e-18,-1.93833e-18,-1.93833e-18,4.55614e-14,9261,1e+08,2.75066e-17,2.75066e-17,2.75066e-17,1.4371e-11,6.26413e-11,7.70578e-11
141,2.84e-07,6.63473,68921,8e+08,-2.01512e-18,-2.01512e-18,-2.01512e-18,4.61946e-14,9261,1e+08,2.72279e-17,2.72279e-17,2.72279e-17,1.41962e-11,6.28145e-11,7.70569e-11
142,2.86e-07,6.6681,68921,8e+08,-2.05781e-18,-2.05781e-18,-2.05781e-18,4.68335e-14,9261,1e+08,2.69683e-17,2.69683e-17,2.69683e-17,1.40219e-11,6.29882e-11,7.70569e-11
143,2.88e-07,6.70242,68921,8e+08,-2.0769e-18,-2.0769e-18,-2.0769e-18,4.74784e-14,9261,1e+08,2.67049e-17,2.67049e-17,2.67049e-17,1.38475e-11,6.31624e-11,7.70574e-11
144,2.9e-07,6.73608,68921,8e+08,-1.64039e-18,-1.64039e-18,-1.64039e-18,4.81291e-14,9261,1e+08,2.64319e-17,2.64319e-17,2.64319e-17,1.36731e-11,6.33367e-11,7.70579e-11
145,2.92e-07,6.76971,68921,8e+08,-1.50086e-18,-1.50086e-18,-1.50086e-18,4.87847e-14,9261,1e+08,2.6156e-17,2.6156e-17,2.6156e-17,1.34989e-11,6.35114e-11,7.70591e-11
146,2.94e-07,6.80293,68921,8e+08,-1.55503e-18,-1.55503e-18,-1.55503e-18,4.9446e-14,9261,1e+08,2.58817e-17,2.58817e-17,2.58817e-17,1.33252e-11,6.36862e-11,7.70609e-11
147,2.96e-07,6.83596,68921,8e+08,-1.5658e-18,-1.5658e-18,-1.5658e-18,5.01133e-14,9261,1e+08,2.56041e-17,2.56041e-17,2.56041e-17,1.31516e-11,6.38611e-11,7.70628e-11
148,2.98e-07,6.86897,68921,8e+08,-1.35695e-18,-1.35695e-18,-1.35695e-18,5.07865e-14,9261,1e+08,2.52959e-17,2.52959e-17,2.52959e-17,1.29783e-11,6.40358e-11,7.70648e-11
149,3e-07,6.90138,68921,8e+08,-1.31122e-18,-1.31122e-18,-1.31122e-18,5.14651e-14,9261,1e+08,2.50116e-17,2.50116e-17,2.50116e-17,1.28059e-11,6.42102e-11,7.70676e-11
150,3.02e-07,6.93658,68921,8e+08,-1.31682e-18,-1.31682e-18,-1.31682e-18,5.21489e-14,9261,1e+08,2.47201e-17,2.47201e-17,2.47201e-17,1.26338e-11,6.43845e-11,7.70705e-11
151,3.04e-07,7.06926,68921,8e+08,-9.18658e-19,-9.18658e-19,-9.18658e-19,5.28387e-14,9261,1e+08,2.44297e-17,2.44297e-17,2.44297e-17,1.24625e-11,6.45581e-11,7.70734e-11
152,3.06e-07,7.10351,68921,8e+08,-8.3353e-19,-8.3353e-19,-8.3353e-19,5.35337e-14,9261,1e+08,2.4116e-17,2.4116e-17,2.4116e-17,1.22915e-11,6.47313e-11,7.70764e-11
153,3.08e-07,7.13741,68921,8e+08,-8.90631e-19,-8.90631e-19,-8.90631e-19,5.42347e-14,9261,1e+08,2.38196e-17,2.38196e-17,2.38196e-17,1.21218e-11,6.49036e-11,7.70796e-11
154,3.1e-07,7.17749,68921,8e+08,-9.11613e-19,-9.11613e-19,-9.11613e-19,5.49415e-14,9261,1e+08,2.35084e-17,2.35084e-17,2.35084e-17,1.19525e-11,6.50748e-11,7.70822e-11
155,3.12e-07,7.21376,68921,8e+08,-7.44576e-19,-7.44576e-19,-7.44576e-19,5.56543e-14,9261,1e+08,2.31955e-17,2.31955e-17,2.31955e-17,1.17844e-11,6.52453e-11,7.70854e-11
156,3.14e-07,7.24693,68921,8e+08,-9.94755e-19,-9.94755e-19,-9.94755e-19,5.63725e-14,9261,1e+08,2.28676e-17,2.28676e-17,2.28676e-17,1.16171e-11,6.54147e-11,7.70882e-11
157,3.16e-07,7.28069,68921,8e+08,-9.76588e-19,-9.76588e-19,-9.76588e-19,5.70949e-14,9261,1e+08,2.25601e-17,2.25601e-17,2.25601e-17,1.14509e-11,6.55833e-11,7.70913e-11
158,3.18e-07,7.31357,68921,8e+08,-1.0077e-18,-1.0077e-18,-1.0077e-18,5.78232e-14,9261,1e+08,2.225e-17,2.225e-17,2.225e-17,1.12853e-11,6.57512e-11,7.70943e-11
159,3.2e-07,7.34656,68921,8e+08,-8.83271e-19,-8.83271e-19,-8.83271e-19,5.85577e-14,9261,1e+08,2.19066e-17,2.19066e-17,2.19066e-17,1.11204e-11,6.59182e-11,7.70972e-11
160,3.22e-07,7.38047,68921,8e+08,-1.43357e-18,-1.43357e-18,-1.43357e-18,5.92977e-14,9261,1e+08,2.15372e-17,2.15372e-17,2.15372e-17,1.09565e-11,6.6084e-11,7.70998e-11
161,3.24e-07,7.53167,68921,8e+08,-1.67939e-18,-1.67939e-18,-1.67939e-18,6.00413e-14,9261,1e+08,2.10947e-17,2.10947e-17,2.10947e-17,1.07938e-11,6.62479e-11,7.71017e-11
162,3.26e-07,7.56638,68921,8e+08,-1.78451e-18,-1.78451e-18,-1.78451e-18,6.07903e-14,9261,1e+08,2.06627e-17,2.06627e-17,2.06627e-17,1.06328e-11,6.64102e-11,7.71038e-11
163,3.28e-07,7.6026,68921,8e+08,-1.88643e-18,-1.88643e-18,-1.88643e-18,6.15453e-14,9261,1e+08,2.02523e-17,2.02523e-17,2.02523e-17,1.04727e-11,6.65716e-11,7.71059e-11
164,3.3e-07,7.63713,68921,8e+08,-2.03453e-18,-2.03453e-18,-2.03453e-18,6.23062e-14,9261,1e+08,1.98587e-17,1.98587e-17,1.98587e-17,1.03139e-11,6.67317e-11,7.71079e-11
165,3.32e-07,7.67089,68921,8e+08,-1.58912e-18,-1.58912e-18,-1.58912e-18,6.30716e-14,9261,1e+08,1.94588e-17,1.94588e-17,1.94588e-17,1.0156e-11,6.68905e-11,7.71095e-11
166,3.34e-07,7.70391,68921,8e+08,-1.58191e-18,-1.58191e-18,-1.58191e-18,6.38416e-14,9261,1e+08,1.90922e-17,1.90922e-17,1.90922e-17,9.99942e-12,6.70479e-11,7.71112e-11
167,3.36e-07,7.73969,68921,8e+08,-1.68242e-18,-1.68242e-18,-1.68242e-18,6.46178e-14,9261,1e+08,1.86646e-17,1.86646e-17,1.86646e-17,9.84363e-12,6.72048e-11,7.71131e-11
168,3.38e-07,7.77344,68921,8e+08,-1.7637e-18,-1.7637e-18,-1.7637e-18,6.53999e-14,9261,1e+08,1.82497e-17,1.82497e-17,1.82497e-17,9.689e-12,6.73604e-11,7.71148e-11
169,3.4e-07,7.80799,68921,8e+08,-1.64672e-18,-1.64672e-18,-1.64672e-18,6.61865e-14,9261,1e+08,1.77895e-17,1.77895e-17,1.77895e-17,9.53532e-12,6.75146e-11,7.71161e-11
170,3.42e-07,7.84364,68921,8e+08,-1.69385e-18,-1.69385e-18,-1.69385e-18,6.69786e-14,9261,1e+08,1.73485e-17,1.73485e-17,1.73485e-17,9.38288e-12,6.76674e-11,7.71172e-11
171,3.44e-07,7.98104,68921,8e+08,-1.84535e-18,-1.84535e-18,-1.84535e-18,6.77768e-14,9261,1e+08,1.69291e-17,1.69291e-17,1.69291e-17,9.23201e-12,6.78187e-11,7.71185e-11
172,3.46e-07,8.01479,68921,8e+08,-1.82267e-18,-1.82267e-18,-1.82267e-18,6.85808e-14,9261,1e+08,1.6481e-17,1.6481e-17,1.6481e-17,9.08258e-12,6.79685e-11,7.71196e-11
173,3.48e-07,8.04813,68921,8e+08,-1.87477e-18,-1.87477e-18,-1.87477e-18,6.93901e-14,9261,1e+08,1.60131e-17,1.60131e-17,1.60131e-17,8.93436e-12,6.81169e-11,7.71206e-11
174,3.5e-07,8.081,68921,8e+08,-1.93172e-18,-1.93172e-18,-1.93172e-18,7.02057e-14,9261,1e+08,1.55936e-17,1.55936e-17,1.55936e-17,8.78738e-12,6.82636e-11,7.71212e-11
175,3.52e-07,8.1141,68921,8e+08,-1.97769e-18,-1.97769e-18,-1.97769e-18,7.10273e-14,9261,1e+08,1.51834e-17,1.51834e-17,1.51834e-17,8.64264e-12,6.84084e-11,7.71221e-11
176,3.54e-07,8.14767,68921,8e+08,-1.94938e-18,-1.94938e-18,-1.94938e-18,7.18542e-14,9261,1e+08,1.47706e-17,1.47706e-17,1.47706e-17,8.49968e-12,6.85513e-11,7.71229e-11
177,3.56e-07,8.18221,68921,8e+08,-1.95586e-18,-1.95586e-18,-1.95586e-18,7.26868e-14,9261,1e+08,1.43519e-17,1.43519e-17,1.43519e-17,8.35863e-12,6.86923e-11,7.71236e-11
178,3.58e-07,8.22001,68921,8e+08,-1.99044e-18,-1.99044e-18,-1.99044e-18,7.35256e-14,9261,1e+08,1.38649e-17,1.38649e-17,1.38649e-17,8.21999e-12,6.88316e-11,7.71251e-11
179,3.6e-07,8.25308,68921,8e+08,-1.60295e-18,-1.60295e-18,-1.60295e-18,7.43706e-14,9261,1e+08,1.34002e-17,1.34002e-17,1.34002e-17,8.08266e-12,6.89694e-11,7.71264e-11
180,3.62e-07,8.28808,68921,8e+08,-1.11686e-18,-1.11686e-18,-1.11686e-18,7.522e-14,9261,1e+08,1.29229e-17,1.29229e-17,1.29229e-17,7.94687e-12,6.91063e-11,7.71284e-11
181,3.64e-07,8.4239,68921,8e+08,-1.11156e-18,-1.11156e-18,-1.11156e-18,7.60744e-14,9261,1e+08,1.24538e-17,1.24538e-17,1.24538e-17,7.81242e-12,6.9241e-11,7.71295e-11
182,3.66e-07,8.4579,68921,8e+08,-1.18624e-18,-1.18624e-18,-1.18624e-18,7.69348e-14,9261,1e+08,1.20263e-17,1.20263e-17,1.20263e-17,7.68041e-12,6.93725e-11,7.71298e-11
183,3.68e-07,8.49079,68921,8e+08,-1.25053e-18,-1.25053e-18,-1.25053e-18,7.78014e-14,9261,1e+08,1.15768e-17,1.15768e-17,1.15768e-17,7.55095e-12,6.95006e-11,7.71294e-11
184,3.7e-07,8.52373,68921,8e+08,-1.14872e-18,-1.14872e-18,-1.14872e-18,7.86742e-14,9261,1e+08,1.1152e-17,1.1152e-17,1.1152e-17,7.42483e-12,6.96247e-11,7.71282e-11
185,3.72e-07,8.55699,68921,8e+08,-1.01327e-18,-1.01327e-18,-1.01327e-18,7.95525e-14,9261,1e+08,1.06316e-17,1.06316e-17,1.06316e-17,7.30238e-12,6.97449e-11,7.71269e-11
186,3.74e-07,8.59029,68921,8e+08,-1.119e-18,-1.119e-18,-1.119e-18,8.04367e-14,9261,1e+08,1.0132e-17,1.0132e-17,1.0132e-17,7.1808e-12,6.9863e-11,7.71242e-11
187,3.76e-07,8.62527,68921,8e+08,-1.03716e-18,-1.03716e-18,-1.03716e-18,8.13271e-14,9261,1e+08,9.68099e-18,9.68099e-18,9.68099e-18,7.06166e-12,6.9978e-11,7.7121e-11
188,3.78e-07,8.65781,68921,8e+08,-9.98182e-19,-9.98182e-19,-9.98182e-19,8.22236e-14,9261,1e+08,9.17593e-18,9.17593e-18,9.17593e-18,6.94571e-12,7.00899e-11,7.71178e-11
189,3.8e-07,8.69105,68921,8e+08,-8.83104e-19,-8.83104e-19,-8.83104e-19,8.31259e-14,9261,1e+08,8.72811e-18,8.72811e-18,8.72811e-18,6.83304e-12,7.01979e-11,7.71141e-11
190,3.82e-07,8.73782,68921,8e+08,-9.75441e-19,-9.75441e-19,-9.75441e-19,8.40338e-14,9261,1e+08,8.25731e-18,8.25731e-18,8.25731e-18,6.72431e-12,7.03028e-11,7.71112e-11
191,3.84e-07,8.87931,68921,8e+08,-1.05086e-18,-1.05086e-18,-1.05086e-18,8.49479e-14,9261,1e+08,7.77036e-18,7.77036e-18,7.77036e-18,6.61871e-12,7.04047e-11,7.71083e-11
192,3.86e-07,8.91061,68921,8e+08,-9.31564e-19,-9.31564e-19,-9.31564e-19,8.5868e-14,9261,1e+08,7.32577e-18,7.32577e-18,7.32577e-18,6.51624e-12,7.05028e-11,7.71049e-11
193,3.88e-07,8.94194,68921,8e+08,-5.60743e-19,-5.60743e-19,-5.60743e-19,8.6793e-14,9261,1e+08,6.88208e-18,6.88208e-18,6.88208e-18,6.41746e-12,7.05969e-11,7.71012e-11
194,3.9e-07,8.97224,68921,8e+08,-5.85594e-19,-5.85594e-19,-5.85594e-19,8.77231e-14,9261,1e+08,6.44084e-18,6.44084e-18,6.44084e-18,6.32293e-12,7.06866e-11,7.70972e-11
195,3.92e-07,9.00282,68921,8e+08,-4.84039e-19,-4.84039e-19,-4.84039e-19,8.86595e-14,9261,1e+08,5.91325e-18,5.91325e-18,5.91325e-18,6.23232e-12,7.07719e-11,7.70929e-11
196,3.94e-07,9.03595,68921,8e+08,-1.97982e-19,-1.97982e-19,-1.97982e-19,8.96015e-14,9261,1e+08,5.42435e-18,5.42435e-18,5.42435e-18,6.1456e-12,7.08527e-11,7.70879e-11
197,3.96e-07,9.06699,68921,8e+08,-2.23803e-19,-2.23803e-19,-2.23803e-19,9.05487e-14,9261,1e+08,4.93493e-18,4.93493e-18,4.93493e-18,6.06202e-12,7.09293e-11,7.70819e-11
198,3.98e-07,9.09669,68921,8e+08,-3.43293e-19,-3.43293e-19,-3.43293e-19,9.15019e-14,9261,1e+08,4.45935e-18,4.45935e-18,4.45935e-18,5.98343e-12,7.10023e-11,7.70772e-11
199,4e-07,9.12697,68921,8e+08,-2.28962e-19,-2.28962e-19,-2.28962e-19,9.24611e-14,9261,1e+08,4.03001e-18,4.03001e-18,4.03001e-18,5.90955e-12,7.10691e-11,7.70711e-11
200,4.02e-07,9.15894,68921,8e+08,-4.39671e-20,-4.39671e-20,-4.39671e-20,9.34255e-14,9261,1e+08,3.58483e-18,3.58483e-18,3.58483e-18,5.84169e-12,7.11305e-11,7.70656e-11
201,4.04e-07,9.31281,68921,8e+08,-4.68933e-19,-4.68933e-19,-4.68933e-19,9.43956e-14,9261,1e+08,3.12261e-18,3.12261e-18,3.12261e-18,5.77963e-12,7.1187e-11,7.7061e-11
202,4.06e-07,9.34532,68921,8e+08,-6.4285e-19,-6.4285e-19,-6.4285e-19,9.53705e-14,9261,1e+08,2.65196e-18,2.65196e-18,2.65196e-18,5.72236e-12,7.12383e-11,7.7056e-11
203,4.08e-07,9.38784,68921,8e+08,-6.1382e-19,-6.1382e-19,-6.1382e-19,9.63511e-14,9261,1e+08,2.17576e-18,2.17576e-18,2.17576e-18,5.6713e-12,7.12831e-11,7.70508e-11
204,4.1e-07,9.41929,68921,8e+08,-3.04162e-19,-3.04162e-19,-3.04162e-19,9.73376e-14,9261,1e+08,1.70932e-18,1.70932e-18,1.70932e-18,5.62674e-12,7.1321e-11,7.70451e-11
205,4.12e-07,9.45382,68921,8e+08,-6.48022e-19,-6.48022e-19,-6.48022e-19,9.83292e-14,9261,1e+08,1.24853e-18,1.24853e-18,1.24853e-18,5.588e-12,7.13531e-11,7.70394e-11
206,4.14e-07,9.47884,68921,8e+08,-7.15195e-19,-7.15195e-19,-7.15195e-19,9.93248e-14,9261,1e+08,8.07947e-19,8.07947e-19,8.07947e-19,5.55552e-12,7.13789e-11,7.70338e-11
207,4.16e-07,9.50399,68921,8e+08,-3.16652e-19,-3.16652e-19,-3.16652e-19,1.00326e-13,9261,1e+08,2.69246e-19,2.69246e-19,2.69246e-19,5.52989e-12,7.13991e-11,7.70293e-11
208,4.18e-07,9.53134,68921,8e+08,-3.06366e-19,-3.06366e-19,-3.06366e-19,1.01332e-13,9261,1e+08,-2.24949e-19,-2.24949e-19,-2.24949e-19,5.50867e-12,7.14155e-11,7.70255e-11
209,4.2e-07,9.55906,68921,8e+08,-3.36567e-19,-3.36567e-19,-3.36567e-19,1.02343e-13,9261,1e+08,-7.00033e-19,-7.00033e-19,-7.00033e-19,5.49261e-12,7.14271e-11,7.70221e-11
210,4.22e-07,9.59083,68921,8e+08,-4.30983e-19,-4.30983e-19,-4.30983e-19,1.03359e-13,9261,1e+08,-1.11663e-18,-1.11663e-18,-1.11663e-18,5.4822e-12,7.14325e-11,7.70181e-11
211,4.24e-07,9.72206,68921,8e+08,-5.69119e-19,-5.69119e-19,-5.69119e-19,1.0438e-13,9261,1e+08,-1.59818e-18,-1.59818e-18,-1.59818e-18,5.47927e-12,7.14301e-11,7.70137e-11
212,4.26e-07,9.75225,68921,8e+08,-3.97682e-19,-3.97682e-19,-3.97682e-19,1.05406e-13,9261,1e+08,-2.05e-18,-2.05e-18,-2.05e-18,5.48312e-12,7.14207e-11,7.70092e-11
213,4.28e-07,9.78212,68921,8e+08,-5.19792e-19,-5.19792e-19,-5.19792e-19,1.06438e-13,9261,1e+08,-2.51612e-18,-2.51612e-18,-2.51612e-18,5.49393e-12,7.14042e-11,7.70045e-11
214,4.3e-07,9.81181,68921,8e+08,-7.44704e-19,-7.44704e-19,-7.44704e-19,1.07474e-13,9261,1e+08,-2.96668e-18,-2.96668e-18,-2.96668e-18,5.51137e-12,7.13805e-11,7.69994e-11
215,4.32e-07,9.84286,68921,8e+08,-6.48423e-19,-6.48423e-19,-6.48423e-19,1.08515e-13,9261,1e+08,-3.45925e-18,-3.45925e-18,-3.45925e-18,5.53622e-12,7.13505e-11,7.69952e-11
216,4.34e-07,9.88273,68921,8e+08,-3.05231e-19,-3.05231e-19,-3.05231e-19,1.09562e-13,9261,1e+08,-3.90474e-18,-3.90474e-18,-3.90474e-18,5.56789e-12,7.13143e-11,7.69917e-11
217,4.36e-07,9.915,68921,8e+08,-4.87301e-19,-4.87301e-19,-4.87301e-19,1.10613e-13,9261,1e+08,-4.39388e-18,-4.39388e-18,-4.39388e-18,5.60638e-12,7.12714e-11,7.69884e-11
218,4.38e-07,9.94694,68921,8e+08,-5.21419e-19,-5.21419e-19,-5.21419e-19,1.11668e-13,9261,1e+08,-4.87074e-18,-4.87074e-18,-4.87074e-18,5.65127e-12,7.12222e-11,7.69851e-11
219,4.4e-07,9.97746,68921,8e+08,-3.50676e-19,-3.50676e-19,-3.50676e-19,1.12729e-13,9261,1e+08,-5.33679e-18,-5.33679e-18,-5.33679e-18,5.70302e-12,7.11665e-11,7.69823e-11
220,4.42e-07,10.0112,68921,8e+08,-1.6485e-19,-1.6485e-19,-1.6485e-19,1.13795e-13,9261,1e+08,-5.79655e-18,-5.79655e-18,-5.79655e-18,5.7617e-12,7.11042e-11,7.69797e-11
221,4.44e-07,10.145,68921,8e+08,1.71568e-19,1.71568e-19,1.71568e-19,1.14865e-13,9261,1e+08,-6.24339e-18,-6.24339e-18,-6.24339e-18,5.82718e-12,7.1035e-11,7.6977e-11
222,4.46e-07,10.1777,68921,8e+08,-1.79386e-20,-1.79386e-20,-1.79386e-20,1.15939e-13,9261,1e+08,-6.72501e-18,-6.72501e-18,-6.72501e-18,5.90002e-12,7.0958e-11,7.6974e-11
223,4.48e-07,10.2104,68921,8e+08,-1.68981e-19,-1.68981e-19,-1.68981e-19,1.17018e-13,9261,1e+08,-7.24045e-18,-7.24045e-18,-7.24045e-18,5.98011e-12,7.08738e-11,7.69709e-11
224,4.5e-07,10.2436,68921,8e+08,-1.78088e-19,-1.78088e-19,-1.78088e-19,1.18102e-13,9261,1e+08,-7.66526e-18,-7.66526e-18,-7.66526e-18,6.06724e-12,7.07825e-11,7.69678e-11
225,4.52e-07,10.2776,68921,8e+08,6.35504e-21,6.35504e-21,6.35504e-21,1.19189e-13,9261,1e+08,-8.09094e-18,-8.09094e-18,-8.09094e-18,6.16217e-12,7.06835e-11,7.69649e-11
226,4.54e-07,10.3118,68921,8e+08,-1.63497e-19,-1.63497e-19,-1.63497e-19,1.20282e-13,9261,1e+08,-8.54846e-18,-8.54846e-18,-8.54846e-18,6.2649e-12,7.05767e-11,7.69619e-11
227,4.56e-07,10.3448,68921,8e+08,-2.3281e-19,-2.3281e-19,-2.3281e-19,1.21378e-13,9261,1e+08,-9.06107e-18,-9.06107e-18,-9.06107e-18,6.37529e-12,7.04624e-11,7.69591e-11
228,4.58e-07,10.3804,68921,8e+08,2.01906e-19,2.01906e-19,2.01906e-19,1.2248e-13,9261,1e+08,-9.52351e-18,-9.52351e-18,-9.52351e-18,6.49235e-12,7.03412e-11,7.6956e-11
229,4.6e-07,10.4336,68921,8e+08,2.31172e-19,2.31172e-19,2.31172e-19,1.23584e-13,9261,1e+08,-1.00067e-17,-1.00067e-17,-1.00067e-17,6.61735e-12,7.02126e-11,7.69535e-11
230,4.62e-07,10.4707,68921,8e+08,1.54475e-19,1.54475e-19,1.54475e-19,1.24693e-13,9261,1e+08,-1.04737e-17,-1.04737e-17,-1.04737e-17,6.75001e-12,7.00764e-11,7.69511e-11
231,4.64e-07,10.6052,68921,8e+08,1.36214e-19,1.36214e-19,1.36214e-19,1.25806e-13,9261,1e+08,-1.09304e-17,-1.09304e-17,-1.09304e-17,6.89035e-12,6.99323e-11,7.69485e-11
232,4.66e-07,10.6386,68921,8e+08,2.96796e-19,2.96796e-19,2.96796e-19,1.26923e-13,9261,1e+08,-1.13654e-17,-1.13654e-17,-1.13654e-17,7.03864e-12,6.97801e-11,7.69456e-11
233,4.68e-07,10.6718,68921,8e+08,2.93146e-19,2.93146e-19,2.93146e-19,1.28045e-13,9261,1e+08,-1.18355e-17,-1.18355e-17,-1.18355e-17,7.19473e-12,6.96199e-11,7.69427e-11
234,4.7e-07,10.7055,68921,8e+08,2.49888e-19,2.49888e-19,2.49888e-19,1.2917e-13,9261,1e+08,-1.2271e-17,-1.2271e-17,-1.2271e-17,7.35829e-12,6.94521e-11,7.69395e-11
235,4.72e-07,10.7384,68921,8e+08,7.09718e-19,7.09718e-19,7.09718e-19,1.303e-13,9261,1e+08,-1.27228e-17,-1.27228e-17,-1.27228e-17,7.52945e-12,6.92767e-11,7.69364e-11
236,4.74e-07,10.7714,68921,8e+08,6.73839e-19,6.73839e-19,6.73839e-19,1.31432e-13,9261,1e+08,-1.31523e-17,-1.31523e-17,-1.31523e-17,7.70793e-12,6.90941e-11,7.69334e-11
237,4.76e-07,10.8039,68921,8e+08,6.79892e-19,6.79892e-19,6.79892e-19,1.32567e-13,9261,1e+08,-1.36152e-17,-1.36152e-17,-1.36152e-17,7.89362e-12,6.89045e-11,7.69306e-11
238,4.78e-07,10.837,68921,8e+08,6.2775e-19,6.2775e-19,6.2775e-19,1.33707e-13,9261,1e+08,-1.40835e-17,-1.40835e-17,-1.40835e-17,8.08616e-12,6.87082e-11,7.69281e-11
239,4.8e-07,10.8704,68921,8e+08,7.47161e-19,7.47161e-19,7.47161e-19,1.3485e-13,9261,1e+08,-1.45243e-17,-1.45243e-17,-1.45243e-17,8.28531e-12,6.85056e-11,7.69257e-11
240,4.82e-07,10.9068,68921,8e+08,1.00487e-18,1.00487e-18,1.00487e-18,1.35997e-13,9261,1e+08,-1.49464e-17,-1.49464e-17,-1.49464e-17,8.49079e-12,6.82969e-11,7.69236e-11
